Settle Date;Security;Maturity;Bid Price;Ask Price;Accrued
2022.10.19;A260422E20;2026.04.22;67.8965;68.4116;0.7397
2022.10.19;A330420A20;2033.04.20;48.6613;49.7334;1.1219
2022.10.19;A340622A21;2034.06.22;46.7053;47.8656;0.7336
2022.10.19;A290822B21;2029.08.22;97.6;98;1.9366
2022.10.19;A260826F21;2026.08.26;65.9363;66.5509;0.2219
2022.10.19;A510428G21;2051.04.28;44.8327;45.9936;1.9068
2022.10.19;A280323B22;2028.03.23;70.4981;71.2945;3.3658
2022.10.19;A321124A22;2032.11.24;63.8514;64.7024;3.5527
2022.10.19;A320527G22;2032.05.27;62.7571;63.702;1.7877
2022.10.19;D230222;2023.02.22;96.0855;96.1728;0
2022.10.19;D230419;2023.04.19;93.8375;93.9713;0
2022.10.19;D230628;2023.06.28;91.7768;91.9304;0
2022.10.19;D230823;2023.08.23;89.991;90.0951;0
2022.10.19;D230517;2023.05.17;92.6748;92.8203;0
2022.10.20;A231124A07;2023.11.24;90.8963;91.0949;5.4247
2022.10.20;A281022A11;2028.10.22;78.6449;79.6734;6.713
2022.10.20;A250624B14;2025.06.24;80.5082;81.0126;1.7781
2022.10.20;A240626B15;2024.06.26;82.5819;82.893;0.9534
2022.10.20;A311022A15;2031.10.22;57.4208;58.4061;3.2322
2022.10.20;A271027A16;2027.10.27;66.1855;66.9584;2.9425
2022.10.20;A261222D17;2026.12.22;67.9763;68.526;2.2753
2022.10.20;A230726B18;2023.07.26;100;100.3;2.7663
2022.10.20;A381027A18;2038.10.27;44.5707;45.6629;2.9425
2022.10.20;A241024C18;2024.10.24;79.1293;79.4706;2.4726
2022.10.20;A300821A19;2030.08.21;58.8109;59.7961;0.4932
2022.10.20;A251126C19;2025.11.26;69.1157;69.5635;0.8986
2022.10.20;A270422B20;2027.04.22;100;100.26;2.89
2022.10.20;A410425A20;2041.04.25;42.1806;43.1498;1.463
2022.10.20;A230823C20;2023.08.23;90.203;90.3758;0.2384
2022.10.20;A290523A20;2029.05.23;57.5597;58.354;0.8219
2022.10.20;A260422E20;2026.04.22;67.9164;68.4519;0.7438
2022.10.20;A330420A20;2033.04.20;48.8259;49.9021;1.1281
2022.10.20;A340622A21;2034.06.22;46.8346;47.6206;0.7397
2022.10.20;A290822B21;2029.08.22;97.57;97.95;1.9699
2022.10.20;A260826F21;2026.08.26;66.0423;66.6356;0.226
2022.10.20;A510428G21;2051.04.28;45.282;46.6735;1.9178
2022.10.20;A280323B22;2028.03.23;70.3573;71.1513;3.3781
2022.10.20;A321124A22;2032.11.24;63.7242;64.7986;3.5658
2022.10.20;A320527G22;2032.05.27;62.7207;63.8818;1.8
2022.10.20;D230222;2023.02.22;96.1218;96.2149;0
2022.10.20;D230419;2023.04.19;94.1092;94.234;0
2022.10.20;D230628;2023.06.28;91.6835;91.8303;0
2022.10.20;D230823;2023.08.23;89.9512;90.124;0
2022.10.20;D230517;2023.05.17;92.7072;92.8171;0
2022.10.21;A231124A07;2023.11.24;90.901;91.1337;5.4411
2022.10.21;A281022A11;2028.10.22;78.7771;79.6645;0
2022.10.21;A250624B14;2025.06.24;80.6319;81.0825;1.7932
2022.10.21;A240626B15;2024.06.26;82.5948;82.9174;0.9616
